discipline,class,w,h,area,img_w,img_h
mechanical,Fire Damper (FD),34.28,38.24,1310.87,6300,4500
mechanical,Fire Damper (FD),36.92,36.92,1363.09,6300,4500
mechanical,Fire Damper (FD),32.96,38.24,1260.39,6300,4500
mechanical,Fire Damper (FD),36.92,36.92,1363.09,6300,4500
mechanical,Fire Damper (FD),35.6,36.92,1314.35,6300,4500
mechanical,Fire Damper (FD),36.92,36.92,1363.09,6300,4500
mechanical,Fire Damper (FD),42.19,43.51,1835.69,6300,4500
mechanical,Fire Damper (FD),36.92,39.56,1460.56,6300,4500
mechanical,Fire Damper (FD),36.92,36.92,1363.09,6300,4500
mechanical,Fire Damper (FD),38.24,38.24,1462.3,6300,4500
mechanical,Fire Damper (FD),40.88,43.51,1778.69,6300,4500
mechanical,Fire Damper (FD),39.56,38.24,1512.77,6300,4500
mechanical,Fire Damper (FD),43.51,39.56,1721.26,6300,4500
mechanical,Fire Damper (FD),34.28,38.24,1310.87,6300,4500
mechanical,Fire Damper (FD),35.6,39.56,1408.34,6300,4500
mechanical,Fire Damper (FD),38.24,39.56,1512.77,6300,4500
mechanical,Fire Damper (FD),43.51,38.24,1663.82,6300,4500
mechanical,Fire Damper (FD),34.28,36.92,1265.62,6300,4500
mechanical,Fire Damper (FD),36.92,46.15,1703.86,6300,4500
mechanical,Fire Damper (FD),35.6,38.24,1361.34,6300,4500
mechanical,Fire Damper (FD),39.56,36.92,1460.56,6300,4500
mechanical,Fire Damper (FD),36.92,44.83,1655.12,6300,4500
mechanical,Fire Damper (FD),42.19,42.19,1780.0,6300,4500
mechanical,Fire Damper (FD),39.56,40.88,1617.21,6300,4500
mechanical,Flexible Duct (Flex Duct),66.8,65.67,4386.76,6300,4500
mechanical,Flexible Duct (Flex Duct),47.55,40.76,1938.14,6300,4500
mechanical,Flexible Duct (Flex Duct),49.82,40.76,2030.66,6300,4500
mechanical,Flexible Duct (Flex Duct),50.07,41.13,2059.38,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),74.99,74.99,5623.5,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),74.99,74.99,5623.5,6300,4500
mechanical,Square Supply Diffuser (4-Way),74.99,74.99,5623.5,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Square Supply Diffuser (4-Way),75.0,75.0,5625.0,6300,4500
mechanical,Flexible Duct (Flex Duct),40.71,54.03,2199.56,6300,4500
mechanical,Flexible Duct (Flex Duct),45.22,56.78,2567.59,6300,4500
mechanical,Flexible Duct (Flex Duct),45.22,56.78,2567.59,6300,4500
mechanical,Flexible Duct (Flex Duct),43.96,94.17,4139.71,6300,4500
mechanical,Flexible Duct (Flex Duct),45.34,118.26,5361.91,6300,4500
mechanical,Flexible Duct (Flex Duct),41.67,49.4,2058.5,6300,4500
mechanical,Flexible Duct (Flex Duct),24.06,51.96,1250.16,6300,4500
mechanical,Flexible Duct (Flex Duct),67.36,50.52,3403.03,6300,4500
mechanical,Flexible Duct (Flex Duct),35.12,54.37,1909.47,6300,4500
mechanical,Flexible Duct (Flex Duct),63.64,39.77,2530.96,6300,4500
mechanical,Flexible Duct (Flex Duct),49.62,77.65,3852.99,6300,4500
mechanical,Flexible Duct (Flex Duct),32.31,51.25,1655.89,6300,4500
mechanical,Flexible Duct (Flex Duct),33.42,55.7,1861.49,6300,4500
mechanical,Flexible Duct (Flex Duct),51.0,59.18,3018.18,6300,4500
mechanical,Flexible Duct (Flex Duct),106.81,39.93,4264.92,6300,4500
mechanical,Flexible Duct (Flex Duct),62.77,60.84,3818.93,6300,4500
mechanical,Square Supply Diffuser (4-Way),79.21,82.38,6525.32,6300,4500
mechanical,Square Supply Diffuser (4-Way),81.59,80.8,6592.47,6300,4500
mechanical,Square Supply Diffuser (4-Way),77.27,76.78,5932.79,6300,4500
mechanical,Square Supply Diffuser (4-Way),78.74,77.76,6122.82,6300,4500
mechanical,Square Supply Diffuser (4-Way),78.98,78.98,6237.84,6300,4500
mechanical,Square Supply Diffuser (4-Way),82.12,79.92,6563.03,6300,4500
mechanical,Square Supply Diffuser (4-Way),80.47,79.37,6386.9,6300,4500
mechanical,Square Supply Diffuser (4-Way),76.31,76.61,5846.11,6300,4500
mechanical,Square Supply Diffuser (4-Way),78.26,76.61,5995.5,6300,4500
mechanical,Square Supply Diffuser (4-Way),78.26,77.71,6081.58,6300,4500
mechanical,Square Supply Diffuser (4-Way),77.76,77.76,6046.62,6300,4500
mechanical,Square Supply Diffuser (4-Way),76.29,77.27,5894.93,6300,4500
mechanical,Square Supply Diffuser (4-Way),78.68,76.9,6050.49,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,44.73,43.46,1943.97,6300,4500
mechanical,Square Return / Exhaust Register,39.62,37.07,1468.71,6300,4500
mechanical,Square Return / Exhaust Register,40.9,30.67,1254.4,6300,4500
mechanical,Square Return / Exhaust Register,42.18,46.01,1940.7,6300,4500
mechanical,Square Return / Exhaust Register,39.62,39.62,1569.74,6300,4500
mechanical,Square Return / Exhaust Register,46.01,46.01,2116.92,6300,4500
mechanical,Square Return / Exhaust Register,37.07,38.34,1421.26,6300,4500
mechanical,Square Return / Exhaust Register,33.23,35.79,1189.3,6300,4500
mechanical,Fire Damper (FD),33.23,40.9,1359.11,6300,4500
mechanical,Fire Damper (FD),34.51,37.07,1279.29,6300,4500
mechanical,Fire Damper (FD),38.34,34.51,1323.11,6300,4500
mechanical,Fire Damper (FD),35.79,38.34,1372.19,6300,4500
mechanical,Fire Damper (FD),44.73,42.18,1886.71,6300,4500
mechanical,Fire Damper (FD),30.67,43.46,1332.92,6300,4500
mechanical,Fire Damper (FD),43.46,39.62,1721.89,6300,4500
mechanical,Fire Damper (FD),48.57,44.73,2172.54,6300,4500
mechanical,Fire Damper (FD),47.29,49.85,2357.41,6300,4500
mechanical,Fire Damper (FD),38.34,39.62,1519.03,6300,4500
mechanical,Square Return / Exhaust Register,35.1,40.76,1430.68,6300,4500
mechanical,Elevation Benchmark (Datum Target),37.5,37.5,1406.25,6300,4500
mechanical,Elevation Benchmark (Datum Target),37.5,37.5,1406.25,6300,4500
mechanical,Elevation Benchmark (Datum Target),37.5,37.5,1406.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),48.89,34.57,1690.13,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),18.75,26.52,497.25,6300,4500
mechanical,Fire Damper (FD),18.75,26.52,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),28.55,31.25,892.19,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),25.7,28.12,722.68,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,17.64,79.37,1400.09,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,14.88,77.71,1156.32,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,15.84,76.05,1204.63,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,16.63,76.84,1277.85,6300,4500
mechanical,Fire Damper (FD),40.4,40.4,1632.16,6300,4500
mechanical,Fire Damper (FD),37.23,40.4,1504.09,6300,4500
mechanical,Fire Damper (FD),40.4,41.19,1664.08,6300,4500
mechanical,Fire Damper (FD),41.98,40.4,1695.99,6300,4500
mechanical,Fire Damper (FD),46.74,41.19,1925.22,6300,4500
mechanical,Fire Damper (FD),42.78,43.57,1863.92,6300,4500
mechanical,Fire Damper (FD),41.98,44.36,1862.23,6300,4500
mechanical,Fire Damper (FD),38.81,38.81,1506.22,6300,4500
mechanical,Fire Damper (FD),79.21,40.4,3200.08,6300,4500
mechanical,Fire Damper (FD),80.8,40.4,3264.32,6300,4500
mechanical,Fire Damper (FD),41.98,79.21,3325.24,6300,4500
mechanical,Fire Damper (FD),42.78,38.81,1660.29,6300,4500
mechanical,Fire Damper (FD),41.98,37.23,1562.92,6300,4500
mechanical,Fire Damper (FD),43.57,41.98,1829.07,6300,4500
mechanical,Fire Damper (FD),43.57,40.4,1760.23,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),18.75,26.52,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),18.75,26.52,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),33.92,47.97,1627.14,6300,4500
mechanical,Fire Damper (FD),33.92,47.97,1627.14,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,71.55,28.32,2026.3,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,67.6,26.76,1808.98,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,31.25,78.95,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,31.25,78.95,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,31.25,78.95,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),28.55,31.25,892.19,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),25.7,28.12,722.68,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,26.52,18.75,497.25,6300,4500
mechanical,Square Return / Exhaust Register,37.5,53.03,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),40.38,38.55,1556.65,6300,4500
mechanical,Fire Damper (FD),41.3,37.63,1554.12,6300,4500
mechanical,Fire Damper (FD),40.38,40.38,1630.54,6300,4500
mechanical,Fire Damper (FD),24.78,23.86,591.25,6300,4500
mechanical,Fire Damper (FD),40.38,40.38,1630.54,6300,4500
mechanical,Fire Damper (FD),44.97,40.38,1815.89,6300,4500
mechanical,Fire Damper (FD),39.46,39.46,1557.09,6300,4500
mechanical,Fire Damper (FD),39.46,34.88,1376.36,6300,4500
mechanical,Fire Damper (FD),41.3,37.63,1554.12,6300,4500
mechanical,Fire Damper (FD),45.89,38.55,1769.06,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,77.33,14.7,1136.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,74.77,15.34,1146.97,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,79.24,15.34,1215.54,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,21.73,77.33,1680.38,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,75.0,29.69,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,74.98,29.68,2225.41,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,75.0,29.69,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,74.98,29.68,2225.41,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),28.55,31.25,892.19,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),25.7,28.12,722.68,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,53.03,37.5,1988.62,6300,4500
mechanical,Square Return / Exhaust Register,42.18,43.46,1833.14,6300,4500
mechanical,Square Return / Exhaust Register,34.51,37.07,1279.29,6300,4500
mechanical,Square Return / Exhaust Register,26.84,38.34,1029.05,6300,4500
mechanical,Square Return / Exhaust Register,29.4,35.79,1052.23,6300,4500
mechanical,Square Return / Exhaust Register,37.07,40.9,1516.16,6300,4500
mechanical,Square Return / Exhaust Register,39.62,47.29,1873.63,6300,4500
mechanical,Square Return / Exhaust Register,43.46,46.01,1999.59,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),48.75,34.47,1680.41,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),26.52,18.75,497.25,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),53.03,37.5,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Fire Damper (FD),37.5,53.03,1988.62,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,26.76,67.6,1808.98,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,26.76,67.6,1808.98,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,78.95,31.25,2467.19,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,71.05,28.12,1997.93,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,71.05,28.12,1997.93,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,71.05,28.12,1997.93,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,28.32,71.55,2026.3,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,28.32,71.55,2026.3,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Linear Bar Grille / Linear Slot Diffuser,29.69,75.0,2226.75,6300,4500
mechanical,Water Source Heat Pump (WSHP) / Vertical Heat Pump (VHP),31.25,28.55,892.19,6300,4500
